	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRIM29	2029.2202000276573	5.10604826684757	0.5114136133297155	4.2156181719619805e-25	3.5388006744534845e-22
TG	174.69304879400556	5.344107075984216	0.5396247093412037	1.6543749810821286e-24	1.3226334074946597e-21
HILPDA	551.044851604739	2.4602197602181164	0.25075996942044443	9.123749740890752e-24	6.962665199991583e-21
KLK10	737.470876087277	4.312462931183977	0.44595865324393935	2.4999133625856778e-23	1.7780671793334765e-20
MMP7	1078.7016608323445	8.807499632290178	0.9368408262151354	2.541760218238337e-23	1.7780671793334765e-20
INHBA	511.3988570307569	5.24017129188115	0.5533723806213985	8.878885662212112e-23	5.962704455315166e-20
RNF43	6090.758529711871	2.317493037506334	0.24497199902244318	2.6764853640184117e-22	1.7282889529425045e-19
GRIN2D	908.3472599420943	5.080325128755178	0.5471891572409469	5.478108028742229e-22	3.406368729427899e-19
MMP1	1022.6128631462275	4.678658942659807	0.5549902093757325	1.1461059653173231e-21	6.872133232754478e-19
TNS4	3128.7243127017337	4.238466556503879	0.4663913730710855	1.592395298551908e-21	9.218870574961374e-19
COL11A1	731.0634680399573	6.185315363155036	0.7135776102636658	1.9001201901065607e-21	1.0633705957233016e-18
KRT80	682.2824337400197	5.97226663522603	0.6956175363727185	5.275390254505784e-21	2.8570492575128263e-18
ESM1	69.6477878698523	4.557791355104894	0.5077940630433201	1.6173671782853728e-20	8.485617986322851e-18
MAFG-AS1	122.13430901844245	3.3563038389089748	0.3757559028004848	2.116385551059481e-20	1.0767271823253826e-17
POU5F1B	141.55337770356147	5.034428446874847	0.5659818935399393	2.6010762725185016e-20	1.2843961629209743e-17
SPIB	774.7683753283477	-5.305993308163307	0.599658631482138	4.47333212373071e-20	2.145793515008997e-17
PLAU	1587.336843500252	2.4215991596584194	0.27146499725570844	4.878347437306837e-20	2.2750715312484578e-17
FAM107A	688.7641317288173	-3.642367403128262	0.4226892401051019	1.8188973861271292e-19	8.253369788023885e-17
COL10A1	498.2008061086758	6.994876160608072	0.8714930981806528	1.0270527351459218e-18	4.537681150096021e-16
MMP3	520.3582527912121	5.431633825932892	0.6418601601965465	1.0553514570697943e-18	4.543152721216609e-16
STRA6	104.42419142502084	5.066568708225297	0.6513837125065016	1.5169681249161507e-18	6.367094462304314e-16
MDFI	252.80815933576827	3.7935771312477544	0.4533202533136482	2.9326172165400196e-18	1.1722788202021521e-15
ABCG2	2736.3069272184143	-6.034895671892271	0.7434732348328573	2.8843559637449082e-18	1.1722788202021521e-15
CTHRC1	558.4298866553781	3.9096571779080382	0.4813236113493906	3.3231233476843322e-18	1.297486462424936e-15
GRIN2B	92.62818903044513	3.833739604204078	0.4598370237837271	4.355199045010787e-18	1.6618053810610478e-15
DDN	77.17438067768477	4.845960573438294	0.6006489307740224	4.494425339899794e-18	1.6768201562572809e-15
EGFL6	56.303097155268155	3.4659377896188235	0.4182429503466196	9.229667046630975e-18	3.3686278270845094e-15
SALL4	41.527842567224404	4.579232291452302	0.5581277601377649	1.4656459416915785e-17	5.235474407459556e-15
CCNO	228.1398067234188	3.800860376577636	0.47132317983025374	4.591294486176007e-17	1.6059008985085204e-14
CPNE7	524.0554171360368	5.25514510244139	0.6741268331636576	5.402777508641537e-17	1.8511679916853627e-14
KRT23	856.0247985317834	7.540548814858736	0.9443859515697033	5.924864487160662e-17	1.912933651441161e-14
NANOS3	76.26124039705847	4.1587111943701744	0.5311101189883045	5.884225933432941e-17	1.912933651441161e-14
ITM2A	487.0206913867113	-2.192199686017908	0.27172641176070816	5.769935648165529e-17	1.912933651441161e-14
PDE3A	1623.025422004835	-2.5062629316628966	0.3128312914630292	7.816885229146582e-17	2.4761827568328673e-14
FGL2	2433.96445601586	-2.71651119414842	0.34036889559931344	8.477588332897958e-17	2.6357450096485892e-14
GAS6-AS1	335.72579458452003	3.8018873429041666	0.48342056345676	9.207961682126303e-17	2.8107721578403364e-14
PRKCB	546.3270320794387	-2.842099137388458	0.3562987317816929	1.2742829427013605e-16	3.8203457723237756e-14
ADAMTS12	469.02497070360175	3.622155692392783	0.45837677740181065	1.320993188636379e-16	3.890904323511608e-14
PLEKHG4	1270.363671049765	2.681237411725791	0.3377009046738149	1.4048819111216184e-16	4.0666486906587673e-14
ATP6V1C2	195.40329029490078	3.1390049465731593	0.3962646009871012	1.517193087598949e-16	4.317314364016738e-14
RHPN1	664.3053860525279	3.992916223928226	0.5056210138237595	1.6146001058339371e-16	4.517920196140995e-14
ADAM12	386.3465310974353	4.347109320908328	0.5714779455998258	1.7835275545752685e-16	4.908794117010522e-14
GCNT2	443.81249074982895	-4.153845639450905	0.5253517992453728	1.857622154154192e-16	5.0302610235636666e-14
KIAA1257	119.84882417492791	4.017921502405946	0.5159274016341393	2.5959177382662233e-16	6.917914747262162e-14
BEST4	1425.5683799655114	-4.617627388965317	0.6501813988116913	3.4117522214873723e-16	8.94998563227367e-14
ASCL2	4261.175930608128	4.739216300552146	0.608125607781369	3.6993255200006883e-16	9.555073254660239e-14
C1orf95	441.60134152198526	-4.4061346875443315	0.5629117202135592	3.785612840362968e-16	9.62979605709907e-14
MAPK15	158.078073438383	4.694115655838665	0.6274008283849243	4.100272640495593e-16	1.0274548859892614e-13
CST2	142.16153454495642	8.646547224842985	1.2359682140405186	4.2932364811007774e-16	1.059987460017661e-13
MFAP2	482.7631898347636	2.8424578225606583	0.36423487264483423	4.524892457462734e-16	1.1009915864977079e-13
SLC51A	1409.4052300768842	-4.147589864139192	0.5746219786689942	6.281886229244853e-16	1.506665541468455e-13
C2orf70	98.98890076706513	3.9064767523647688	0.5106296150292956	8.600344757273141e-16	2.0336787060543488e-13
LIFR	527.4187287199962	-3.8019286849036704	0.5033193246642954	9.216950218899461e-16	2.1492135725708756e-13
KIAA0226L	2847.059922456497	2.5798000239407752	0.3338270208301271	1.0260179781523326e-15	2.359700799342399e-13
BLACAT1	75.63801797489234	4.22954234829617	0.5587519380491824	2.4400732738208668e-15	5.462185359223804e-13
SLCO4A1	2169.527723957014	4.074742783541511	0.538603915309516	2.4080586133766723e-15	5.462185359223804e-13
ANPEP	86140.38810763285	-4.8030403697361095	0.6421325371435669	2.5097360139985856e-15	5.544204991976612e-13
AZGP1	3411.395518587227	4.367670242955281	0.5847317403857963	4.414130944850873e-15	9.62452525105212e-13
TNXB	3109.650850143224	-4.048976310218048	0.5445845587224437	4.6147679110170076e-15	9.932992110008274e-13
IL6R	1635.2980661307279	-2.844187947921497	0.38435475123638624	5.569968931835234e-15	1.1837241569187562e-12
KLF4	7960.391095099875	-2.6474324918361267	0.36036578979155237	5.974845577686463e-15	1.2538960300472253e-12
SLC25A34	457.9477468009932	-4.052836329884047	0.5604487924205175	7.521490837476564e-15	1.558991477412272e-12
SGK1	7335.93861975936	-3.603891579427294	0.4848913005436665	8.454996537497537e-15	1.7311089861956847e-12
UGT1A10	866.6790766265549	-3.8390719367903223	0.5297238500872277	9.257309826743957e-15	1.8725418636289677e-12
MYH11	123822.35094756431	-5.630061212443062	0.773066901168708	1.2718427948557867e-14	2.51211396268633e-12
C7	2851.9375642234922	-4.583100837168096	0.7055402587576796	1.2628584251813733e-14	2.51211396268633e-12
LMO3	468.3548648876424	-4.695168773039447	0.6447478921334802	1.3458356894234557e-14	2.6273529522942325e-12
GLP2R	204.4918189674629	-3.356336696738986	0.45177699945116134	1.3842920248327136e-14	2.6713653798754517e-12
LEF1	249.78324042153898	2.3664015190738885	0.31987746727799404	1.4591419679820002e-14	2.783810738687477e-12
PIWIL1	91.55298097689948	5.431951221594764	0.7891861504108098	1.503271524280591e-14	2.8357781596794203e-12
NPFFR1	56.193941666273645	3.7097414603756866	0.5090162919290734	1.5779653493996282e-14	2.943606694563373e-12
PGM5	2375.408627732155	-4.342246917502703	0.6025835466956454	1.991508570516245e-14	3.639242136553045e-12
CGREF1	644.8518069907743	3.9006120345099773	0.5656314961459771	1.9942240548149396e-14	3.639242136553045e-12
SDPR	1006.4173619550693	-3.3218675567377463	0.4537070598772571	2.0547496817866457e-14	3.709375527689892e-12
ZZEF1	5360.913819272979	-2.001481821347996	0.2725704211166214	2.3479343344017943e-14	4.193560589390609e-12
DPT	1936.89101668719	-4.3237121456195915	0.6387500000635502	3.271736030283395e-14	5.782018548676624e-12
SYNM	10753.58806630096	-5.57330579918366	0.7864910448187531	3.5215589770601955e-14	6.158693090194127e-12
TESC	1894.2149639770007	5.272221479634432	0.7457256271286403	3.574017803391671e-14	6.185998443416779e-12
IL11	66.66053209733543	5.127516188372389	0.7280492647165704	3.76925413035675e-14	6.457347713730559e-12
GFRA1	426.22588886144655	-3.2511282126946788	0.4627495686923635	4.430157054487065e-14	7.44365052839915e-12
C9orf117	95.40689208716351	2.6135912731185598	0.36353920010365076	4.433647345523349e-14	7.44365052839915e-12
FAM83H-AS1	657.0664464848937	2.9399142112683796	0.4097135123355801	4.8648583552713736e-14	8.086743260064463e-12
CLEC3B	940.4542847701981	-3.6671570984169186	0.5187169039495781	5.681885615885968e-14	9.352272314226423e-12
LINC00460	25.529993910458035	8.080083771909027	1.4087741896285286	5.88167181688685e-14	9.587125061525565e-12
OSM	88.04857557080048	3.263128379869047	0.48700774774742217	6.38142906955023e-14	1.0301712754680656e-11
PDK4	2974.11522806964	-3.668858633329113	0.5155621135380357	7.088687590984382e-14	1.1334473901432075e-11
ADAMTS2	1379.5222783159984	2.4923837750672453	0.34869538232694397	7.693549179677989e-14	1.2185565771472996e-11
PABPC1L	348.6921152054369	2.834292008086028	0.40215804322826765	7.822571716078257e-14	1.227412677955494e-11
MYOM1	430.5686055165862	-4.090853432607738	0.5963674810492202	8.026497363201129e-14	1.2477487428776271e-11
NOTUM	1733.9667389218496	6.864665406283957	1.2819464134562935	8.15559216180436e-14	1.256185658757187e-11
CLDN16	19.944674529054108	4.650695682772318	0.6530894905412382	8.335264566485388e-14	1.2607275387993079e-11
RNF152	1052.7124470457477	-3.5005301792778427	0.4916919853165363	8.288367190342286e-14	1.2607275387993079e-11
CYP27B1	104.50998337794968	2.803627129740771	0.3985359431745823	1.0247909362469267e-13	1.5361799132722904e-11
PPAP2A	1785.5916564812517	-1.5990705081964154	0.2234807533138301	1.159771511141017e-13	1.723133088543941e-11
KRT6B	71.21953733911069	6.036788954378663	0.8716197634577526	1.188195670587274e-13	1.7498786941657667e-11
LRRC36	67.20615198633593	3.2357330806799003	0.46385463738920873	1.2124230171248968e-13	1.7700321769139038e-11
SLC51B	1484.9680761661532	-4.39741557503013	0.6258783567656747	1.2484917273096785e-13	1.8069765180863957e-11
TGIF2	910.1404678102948	1.9989191189220608	0.28162271167718733	1.2969962315752617e-13	1.8611341651211172e-11
EPB41L3	2108.887748662696	-3.183003536515786	0.45881925490761555	1.344247551052119e-13	1.9125908588655954e-11
ACSL6	584.6267417282512	4.4577952511126755	0.6480562643620383	1.7318870281616452e-13	2.4434160769584754e-11
ELFN1-AS1	255.4955056886017	5.858022855906559	0.882578639099772	1.8313143444182262e-13	2.5621613773697998e-11
RP11-353N14.5	40.488597535536464	3.039522121567378	0.43953981332176617	1.9772257385610644e-13	2.743441564024935e-11
GSTM5	139.7666119707177	-3.03366047920855	0.4360792397239338	2.102586140104524e-13	2.8934687464110538e-11
RP11-353N14.4	87.28346602290554	4.139542603923483	0.6079260793244798	2.311792814650647e-13	3.1399447719974994e-11
CCAT1	145.77555862551085	4.315315085098923	0.6208053896374546	2.319096740292393e-13	3.1399447719974994e-11
MEX3A	499.4216123312431	3.636585186276433	0.5244832624900748	2.550521503865648e-13	3.422386868097886e-11
FJX1	134.10059026890497	3.4608873166596137	0.5000256398526328	2.5684718886195344e-13	3.422386868097886e-11
AGPAT9	816.2038876435983	-2.9715744514732725	0.43319501709424346	3.9329868329941994e-13	5.199284719617293e-11
GUCA2A	13417.937436006141	-4.425306008452234	0.6477259140601916	3.9695540299115333e-13	5.2066283287644323e-11
SIM2	236.2807607370285	3.8360681325041144	0.5603408082070958	4.649803702585306e-13	6.051593361449976e-11
CDC25B	4241.313498904842	2.7461798265223765	0.3994829449121466	4.832786793873434e-13	6.241358267872392e-11
C1QTNF7	142.06402178873662	-3.383197486835351	0.5001413152622246	4.975981668748391e-13	6.377233300505095e-11
CPXM1	393.5030706162025	2.9977229102814094	0.444994666241527	5.533310296844134e-13	7.037783831342133e-11
HSPB8	1784.4353864994187	-4.096009872456962	0.6028128860253293	6.301378930456168e-13	7.95442487694952e-11
FAM150A	21.227202083791923	3.447390958957698	0.5043780411889253	6.397420984415426e-13	8.015395590100791e-11
ADCY5	645.3032535443954	-3.2196348795299934	0.48089861710032605	7.403726104757031e-13	9.207493153538207e-11
LDB3	465.51490633988703	-5.416642374818118	0.8265001272127114	8.296129186744859e-13	1.0241449479136724e-10
RELL2	135.09476626985642	2.816725593752722	0.4163751024791558	9.810032514126003e-13	1.2021944224792808e-10
PTPRH	4375.3995517730655	-2.2992611576035995	0.34007374913084415	1.0120790990379562e-12	1.2312895647643658e-10
COL7A1	546.552311411033	2.7684543630375775	0.410684171615842	1.1694717483134505e-12	1.4125367757147137e-10
OTX1	47.89096136919254	5.328205574910345	0.8283645480021817	1.3007448081348812e-12	1.5598717559840373e-10
SLC35D3	203.1159885299818	4.844539269196638	0.7286792063867952	1.3316673978144869e-12	1.5744622494301e-10
CELSR1	758.845168811491	2.8985378440646548	0.4402053531905897	1.3259140992523807e-12	1.5744622494301e-10
LEMD1	85.81815514496347	5.723384377626449	0.8725819896700522	1.3571434549200747e-12	1.5933623401855338e-10
CXCL3	754.7020536008309	3.6359407163602597	0.5629282476474977	1.4613817712598136e-12	1.696267944427334e-10
RP11-58O9.2	205.45539232713048	4.240038850836093	0.6360180008070038	1.4650000115668796e-12	1.696267944427334e-10
NSUN5P1	323.0621219004122	1.7479777552373144	0.25742011278561344	1.5688112248176783e-12	1.7796467333421623e-10
PRKG2	387.8233292297626	-4.598529560276486	0.7132102103133017	1.5615324797817806e-12	1.7796467333421623e-10
NFE2L3	2880.7694420199055	2.9864607448469758	0.45461494554803356	1.5648050944389924e-12	1.7796467333421623e-10
RNF183	92.21810834749627	3.86209537445307	0.5840022780278106	1.904414206641981e-12	2.1458530278733033e-10
RP11-345P4.9	172.31898214105271	-1.7598872672363077	0.2606121014367974	1.9701523089112888e-12	2.205125807620775e-10
GINS1	596.7368964388753	2.0126011230756125	0.29934728428378005	1.995543936645043e-12	2.2187541160485846e-10
PDZD4	232.92447081180896	-3.8583559015109032	0.5976457863414217	2.0357097429486693e-12	2.2485217680503427e-10
PLAC9	211.03302582502783	-2.3444292789929997	0.35721940831397736	2.054478329811788e-12	2.254420697987589e-10
ABCA8	757.6804464448691	-3.923260808992828	0.6048446055009526	2.1498321741823445e-12	2.3437358683342456e-10
MTHFD1L	978.682260264131	2.642477219666357	0.39961459969139984	2.5149915280060338e-12	2.724141468625374e-10
TACR2	1122.2419709350752	-4.492891446503386	0.6866808006626676	2.6818125410654838e-12	2.878698471309796e-10
CCNE1	310.73212253714286	2.2437942465517886	0.3368363690925753	2.691974864468628e-12	2.878698471309796e-10
SHH	589.3890094304973	2.728879306928595	0.42048732237388414	3.2165808968007874e-12	3.3964262060621644e-10
GREM2	940.5075773014476	-4.361173242888537	0.6782315235855153	3.1974024943299082e-12	3.3964262060621644e-10
CNTD2	316.0855587449809	6.126229802403965	0.9719462856240035	3.353826073396229e-12	3.519211621640581e-10
MYC	7115.465662424846	2.25755316018485	0.3411961309888233	3.87075427926886e-12	4.036403328859931e-10
HOMER2	68.32912769043853	-3.36081719403314	0.5115483553110508	3.9039827312417e-12	4.0459238317788207e-10
SPP1	4494.679267271611	4.517252033405032	0.7940615907228202	4.777654357191699e-12	4.92098398790745e-10
SFTA2	59.80336696368992	7.193014775110858	1.2429181410370485	4.901039876869292e-12	5.017290151997473e-10
MXI1	2471.5261381679593	-1.97071026087863	0.3003178688157512	5.0420514668902384e-12	5.130363762280013e-10
SLC4A11	237.52345114869485	4.648941150422498	0.7256015102950131	5.293920294853362e-12	5.354194447608018e-10
EVA1A	138.75693111573358	3.3910944317340546	0.542080224155214	5.800153897646863e-12	5.83106489746067e-10
CELSR3	474.3948978063138	2.531903381024213	0.39433295881599845	6.108259278103389e-12	6.104259822623678e-10
SLCO4A1-AS1	317.6662441375088	4.663126132081736	0.7246280403483506	6.215796511313002e-12	6.17497086558781e-10
APLN	195.05268048265395	3.4302031127157706	0.5405559432330052	6.869629410140337e-12	6.784365186285066e-10
C2orf88	2120.618451567763	-3.9910861628505963	0.6215156337445019	7.016289947236045e-12	6.88868373825415e-10
DKC1	3305.1353032056963	1.6987983038560717	0.2581637923302053	7.343855947378093e-12	7.16837194770528e-10
ADAMDEC1	5470.909148225086	-3.6999548961031423	0.5756693693436785	7.596383050331285e-12	7.372004337110518e-10
SHISA2	76.84208243641663	3.120696092489181	0.4997087575530584	8.107736556285878e-12	7.823033853073771e-10
TMEM147-AS1	229.749484685108	2.1538296416945406	0.33173394931779876	8.859051353244562e-12	8.499120752549883e-10
KLF9	1866.9503624368579	-2.2694738227000237	0.35709519939176043	8.985221387342174e-12	8.571186470004987e-10
RP5-1120P11.1	28.69302001802458	5.187715120200661	0.8095599729889189	9.052009888515814e-12	8.586112656400679e-10
EDAR	743.4605500508164	4.367986852156266	0.6834659788505602	9.231101217807771e-12	8.706795412683969e-10
KIAA1549	557.7304639903089	2.177958326367558	0.33708453049771786	9.791812290012668e-12	9.184063493688419e-10
TSPAN7	1734.9834896744621	-3.1610249383070568	0.5120834546347465	1.0284040102419056e-11	9.592152737750752e-10
FAM129A	2745.555393060914	-3.3211937737596102	0.5235196514522017	1.0392872101856404e-11	9.640106614257855e-10
STK31	36.873409901877416	2.8820487562614834	0.4579772553721119	1.1593056440520947e-11	1.069427607581902e-09
GDF15	5779.203570219259	4.138576409673839	0.7177703042662077	1.1802509166948328e-11	1.0827995978354945e-09
SLC25A23	5501.125912059619	-1.820115709464448	0.28127343313995856	1.2859258449162142e-11	1.1669950816377469e-09
BGN	5046.125648949477	2.558317161031078	0.39900254659164314	1.2844003278922443e-11	1.1669950816377469e-09
SLC11A1	193.98110436670933	2.626761751715438	0.42414409987685125	1.3442484859256905e-11	1.2133649371078719e-09
CA9	710.2984508888136	4.459158090333318	0.7322904448502566	1.3681156863292087e-11	1.2283045057636944e-09
RP11-372E1.1	301.05677028799806	6.269992868210499	0.9966090944542446	1.377880409454257e-11	1.2304911805493363e-09
SLC5A6	2981.3650281999435	2.073264371092898	0.3221150729367333	1.4157262657206791e-11	1.2575993796393906e-09
CDKN2B	2968.4501867630033	-3.181793704600876	0.5024051063315714	1.4734995068684546e-11	1.3020306958323414e-09
NKD2	628.0679763719648	4.3928258002924165	0.7474497956345537	1.513514690811471e-11	1.3303873373839676e-09
METTL7A	4440.509971826234	-2.4619038081428504	0.3879330199378291	1.531585728833579e-11	1.3392600417389038e-09
LY6G6C	58.10021445776973	4.497085254386204	0.7749584993841615	1.5847246226071168e-11	1.378546201500046e-09
SYNPO2	11203.913717203419	-4.744586540973353	0.7603276069000297	1.59625842410815e-11	1.381421787750089e-09
PEG10	201.00809227961315	-4.082626408450959	0.646693250380341	1.780426323652744e-11	1.532901412707996e-09
CHP2	7532.076782013036	-3.5070301260233725	0.5673329152353624	1.8126796786223057e-11	1.5527081185913211e-09
LMOD1	5398.593556767344	-3.749018828504261	0.5972667456403655	1.89698197666916e-11	1.6166715942283519e-09
NCAM1	650.6562594112631	-3.281323209401487	0.5176808797379977	1.9168168442951388e-11	1.6253251514581355e-09
NME1	1691.8565605748336	2.3118014597771213	0.3656007221327797	2.0488180212568668e-11	1.7274795739998104e-09
GDPD2	706.8371727429637	-3.9883608170907476	0.6401040290495739	2.0578707177316225e-11	1.7274795739998104e-09
TMEM82	482.9053588283663	-3.076207191688354	0.49274089809549815	2.208126907754455e-11	1.84439018180545e-09
POLR1C	889.5759857689573	1.4712234236928314	0.2287185306777304	2.3672409448258724e-11	1.957813212939979e-09
CMSS1	537.3344861268251	1.5558739728081667	0.24228488111016253	2.359835434474711e-11	1.957813212939979e-09
GDPD5	1113.981244537862	3.131745765282309	0.5000749354067058	2.411182979629401e-11	1.984379953186177e-09
SULT1A2	576.3272904425123	-3.5978908096844857	0.5844160206042435	2.4672058350235774e-11	2.020581403132236e-09
ASB9	215.43624320185737	2.593337493301528	0.4228075093698877	2.7990513280432206e-11	2.281226832355225e-09
TCF7	1414.9657449207107	2.409310120262502	0.3988324149416021	3.177443298158137e-11	2.564969372524883e-09
LRP8	346.29889957280847	2.829157919815112	0.4524968274117515	3.177757040235724e-11	2.564969372524883e-09
USP2	922.4406824275507	-3.624524598956791	0.5881168702056851	3.331547974580534e-11	2.676237270106822e-09
ANK2	814.4777096355032	-3.424149508414283	0.5537967089971421	3.631847698763004e-11	2.9035757625967654e-09
ABCA9	123.21012118656341	-2.926040526240139	0.47617392298207495	3.749029336329955e-11	2.98305466955657e-09
KCNMA1	2092.2922696468404	-3.19416380036828	0.5163081860371833	3.9636181915198695e-11	3.1389238593125984e-09
TACSTD2	660.8875519949147	4.6669223596406475	0.7864765170146013	4.1339592958880994e-11	3.258452705101657e-09
BYSL	800.1842561366127	1.8946424414478378	0.3036180429246355	4.2064082022742186e-11	3.3000648274757873e-09
NMU	77.55029800352894	2.5707889650403293	0.41767867722102786	4.946136830574123e-11	3.862357732488788e-09
ABHD3	2044.4484668493772	-2.1735591649018935	0.34959204207318156	5.233513990974311e-11	4.067845666410541e-09
NBEA	274.88556798358616	-4.017368948394247	0.648936613703978	5.493073093934222e-11	4.249917243044316e-09
LINC00659	67.6511030351504	6.379873815975961	1.0682935855933777	5.643616497850704e-11	4.34352951573836e-09
LYVE1	842.2364547420226	-3.6884334427252723	0.642032753621911	5.665810732900714e-11	4.34352951573836e-09
MYLK	16564.902952933386	-3.5462173233089604	0.5806552861998598	6.009959012204501e-11	4.586418266177335e-09
CTD-3035D6.1	427.956971378939	5.96469443274938	1.0179178244741711	6.05471851429275e-11	4.599668286717692e-09
RNF112	50.174782434805365	-2.1797353048466026	0.3504635621362124	6.320310394657604e-11	4.779805910626419e-09
STMN2	403.0030445055938	-3.605480573495559	0.5951711561597407	6.41718244300403e-11	4.831303858098415e-09
NTN1	891.6830641457966	-3.4557836608866404	0.5660171270904979	6.777601094138487e-11	5.0798725343522795e-09
GFRA2	188.30958155140164	-3.288117793190251	0.5504145406667879	6.88683025746487e-11	5.1387996974478976e-09
EPHX4	145.64489045303418	4.597988029385883	0.7727084956512841	6.948871524301395e-11	5.162150620420182e-09
ZP3	368.7594559623833	2.5778445710541047	0.42614286513181593	7.295021054048429e-11	5.395423280899519e-09
KRT20	32361.496333664116	-2.743950375143979	0.44932970340090056	7.545902599134309e-11	5.556498190213417e-09
C1orf115	4219.398343013983	-2.77413844768888	0.4567665063003893	7.82762345402571e-11	5.738775989940509e-09
CA7	1594.9724644596547	-5.276778523563766	0.9356266907997927	8.207872358942876e-11	5.991389958012693e-09
FHL1	5332.148578571641	-3.357413611260593	0.553733470229764	8.394120344075547e-11	6.100817595527462e-09
XKRX	206.21630765363003	2.870909278175209	0.48519004759808904	8.982152161254958e-11	6.500058303246098e-09
ALDH1A1	3770.9794617839793	-2.8426143191957585	0.4858036923765889	9.23691611859056e-11	6.6557332495715415e-09
PAPSS2	6268.095745021885	-2.25367011539394	0.36940282876865643	9.39232747428313e-11	6.738794272040149e-09
SH3TC2	190.2690112784224	3.1985364023221314	0.5417604299874748	9.570416652941864e-11	6.837350007925147e-09
PTN	271.6107223766771	-2.4418047611338354	0.4045625725920445	9.629598949018899e-11	6.850480370977894e-09
CYP2C18	506.51524577596916	-4.688621176573404	0.7768649017801844	1.1180124700798192e-10	7.919962599227884e-09
STOX2	97.1703231134173	-2.9025609267174843	0.4749715957030143	1.1858439129796692e-10	8.365182123956162e-09
S100P	4551.220475875988	3.415965013218016	0.593599584198935	1.2662477860680388e-10	8.89499333903611e-09
TRANK1	3022.198780093889	-1.9912532198967037	0.3287360604914552	1.3545482586221608e-10	9.475629464169773e-09
CHRDL1	1168.699979809995	-3.2035578619517726	0.5449913415045426	1.3709541352099064e-10	9.550601234871004e-09
ORC6	228.56771098398443	2.091088451749795	0.3439832021919089	1.3892672536163276e-10	9.5985217781747e-09
SLC35F1	55.88257811520324	-2.463048583409459	0.40739082570532503	1.3843549545312861e-10	9.5985217781747e-09
NAA20	2110.6028916912946	1.5206725544421487	0.2473990483633115	1.4050440249489485e-10	9.667739399536023e-09
OSBPL1A	1165.1618226913276	-2.114513989731636	0.3510503557254331	1.4406285635847489e-10	9.87212773633647e-09
MMRN1	482.39494477059515	-3.6665600970765015	0.6358937880400427	1.4549202347876068e-10	9.92953488693054e-09
CHL1	297.6938790968996	-2.9134806567662546	0.48513123339977116	1.638987693033561e-10	1.1140471408235004e-08
KIAA1683	219.38326915997484	-2.4951206121993836	0.4149767839191876	1.6688114896799187e-10	1.1297450040417805e-08
CNIH3	102.00929728067885	2.093144945670232	0.3480083662229413	1.6880966014369318e-10	1.1382109976515921e-08
LRRN2	560.5434171404996	-3.1982735160670184	0.5425871714671042	1.932797680405336e-10	1.2979896102530075e-08
RETSAT	9138.105155661542	-1.850628560440603	0.30650119892608146	1.990823554403229e-10	1.331630942425331e-08
BMP2	1442.7059645989518	-1.6749060244633722	0.2783593571854197	2.095355573441947e-10	1.3959890762903511e-08
PYGM	265.4047457964298	-4.094204594600978	0.6933213543417738	2.1597833493615612e-10	1.4332254012818678e-08
SOX9	6118.272592976084	2.3785751834742066	0.40791944703867405	2.329526088487112e-10	1.539780059039769e-08
