	baseMean	log2FoldChange	lfcSE	pvalue	padj
ATP6V1C2	195.40329029490078	3.1150121622265026	0.3888386737709643	9.126348122471887e-17	2.909023464037914e-14
BEST4	1425.5683799655114	-4.588115355977904	0.5841780861600097	1.1430563662755842e-16	3.574747032267511e-14
GRIN2B	92.62818903044513	3.7910759598933415	0.4770750580208444	1.3477270326999774e-16	4.136773253148542e-14
KLF4	7960.391095099875	-2.6744094915178596	0.33648905620680825	1.4919022455218484e-16	4.496050858095389e-14
MAPK15	158.078073438383	4.9286834780997975	0.6290392396685226	2.5528627521463553e-16	7.556017878004614e-14
SLCO4A1	2169.527723957014	4.081794704219049	0.5229070970673136	3.573827102805256e-16	1.0392313022631073e-13
KIAA0226L	2847.059922456497	2.5827533072850195	0.3288263599183603	4.086536684751521e-16	1.1678335439613184e-13
IL6R	1635.2980661307279	-2.884257127968149	0.3694601034764051	4.61503163381826e-16	1.2965110056023335e-13
PPAP2A	1785.5916564812517	-1.6138711007005742	0.20452097899797325	4.981390925650263e-16	1.3761092432108852e-13
GLP2R	204.4918189674629	-3.366238173638135	0.4284267582991488	6.436097519527728e-16	1.7488248587897064e-13
GAS6-AS1	335.72579458452003	3.941945123635609	0.5149006786608332	1.1569521564788032e-15	3.09298096671551e-13
CCNO	228.1398067234188	3.782766428072671	0.5019925988612539	3.0684206165529955e-15	8.072868526883476e-13
OSM	88.04857557080048	3.329944737040511	0.43991572782070265	3.184872924499393e-15	8.248323238058975e-13
KIAA1257	119.84882417492791	3.9462822761785272	0.5254349052501143	3.3011881278112295e-15	8.418029725918635e-13
ADAM12	386.3465310974353	4.629569578789864	0.6168589949454346	3.5269104292412774e-15	8.857354600708208e-13
PABPC1L	348.6921152054369	2.839971286542904	0.37837010170895297	4.9817070685721215e-15	1.2324148456952674e-12
SGK1	7335.93861975936	-3.647749479356629	0.4880724794110211	5.735542532167112e-15	1.3980384922157336e-12
CYP27B1	104.50998337794968	2.805343571441059	0.37855301975771893	7.984998839188155e-15	1.9181355907180242e-12
MFAP2	482.7631898347636	2.830258961308075	0.3815147259905493	9.182910037067607e-15	2.174381912348508e-12
TRIM29	2029.2202000276573	4.870158520863297	0.6592221422879453	9.47881633358841e-15	2.2128363482989843e-12
IL11	66.66053209733543	5.1476053896612335	0.6997335650391887	9.690091886016319e-15	2.2307399029266734e-12
GCNT2	443.81249074982895	-4.2715697298878945	0.5759161566818776	1.1375199693709536e-14	2.5827936290854186e-12
ZZEF1	5360.913819272979	-2.0103476979402277	0.27112097996295204	1.3645666612075815e-14	3.0564449202048193e-12
KLK6	163.53686672000651	8.987636336249787	1.2312552298668968	2.3741451561951417e-14	5.246860795191263e-12
PDK4	2974.11522806964	-3.6876887242016143	0.507808573641063	2.5281411340758937e-14	5.513676223329992e-12
CLDN16	19.944674529054108	4.610207476100306	0.6319258759016203	3.012449697267009e-14	6.401455606692394e-12
UGT1A10	866.6790766265549	-3.7676690073143333	0.5220816195814957	2.997683012852193e-14	6.401455606692394e-12
LINC00460	25.529993910458035	8.101539619292268	1.4010686522497857	3.559685136654394e-14	7.468579891145137e-12
EPB41L3	2108.887748662696	-3.2582992884341793	0.4512611654456615	3.708367104184046e-14	7.683273093981321e-12
ACSL6	584.6267417282512	4.46170046135747	0.6224030210930334	4.336613608580996e-14	8.873996365707408e-12
FJX1	134.10059026890497	3.466311748107734	0.4848717418993414	4.874988433987527e-14	9.854016255285764e-12
RNF152	1052.7124470457477	-3.4958494013272396	0.48632577474292765	5.5796480868985686e-14	1.1142490004860697e-11
RP11-345P4.9	172.31898214105271	-1.748419494472962	0.24097764527676807	5.764011664876321e-14	1.1373630160157741e-11
NANOS3	76.26124039705847	4.3830388073484805	0.6175045046745058	6.039377127680396e-14	1.1776785398976772e-11
TESC	1894.2149639770007	5.422351673274382	0.7659034492720215	7.437145208369762e-14	1.4333800212642884e-11
SLC51A	1409.4052300768842	-4.643315836961786	0.6587578723144722	7.916030336766131e-14	1.5081402624356165e-11
CST1	982.8109034019147	9.251633086117714	1.322392208020143	8.552610000345184e-14	1.610903531315016e-11
CPNE7	524.0554171360368	4.978903847826905	0.7048993786636234	8.731463079048327e-14	1.626112365564337e-11
CELSR1	758.845168811491	2.9341980633134574	0.4142892794576673	1.0764266588369231e-13	1.9824190966913333e-11
RP11-353N14.5	40.488597535536464	2.9919005934690457	0.42524329726420274	1.252625013497521e-13	2.281566988870485e-11
CDC25B	4241.313498904842	2.77122204020502	0.3929635953354271	1.440320591600856e-13	2.5949254136721947e-11
CCNE1	310.73212253714286	2.253550059205966	0.3184314574840127	1.4595252665869803e-13	2.6012506767396988e-11
POLR1C	889.5759857689573	1.4798000685172452	0.206854277086937	1.646498685874815e-13	2.9032676296143683e-11
C2orf70	98.98890076706513	3.950674646172687	0.5697966717462791	2.2324743716351383e-13	3.895080285247623e-11
RP11-353N14.4	87.28346602290554	4.071314741064308	0.5884158920829424	2.358515827567591e-13	4.0301443136013216e-11
NFE2L3	2880.7694420199055	3.0642648640063492	0.4388434720113264	2.348450629197254e-13	4.0301443136013216e-11
GINS1	596.7368964388753	2.0300231745185826	0.2891471643106616	2.633675388330166e-13	4.4544050573033163e-11
CLEC3B	940.4542847701981	-3.6250824789253597	0.5249363518735768	2.837352851181293e-13	4.750416515992923e-11
LEF1	249.78324042153898	2.37586164377533	0.34044889752175733	3.0472622958037844e-13	5.050837255294773e-11
SLC25A34	457.9477468009932	-4.327886580841239	0.6315010445770963	3.116040944881736e-13	5.113700857565819e-11
COL7A1	546.552311411033	2.760209590287628	0.39795359845291717	3.3728520395334406e-13	5.480884564241841e-11
SPP1	4494.679267271611	4.9734555479374	0.7250951113331754	3.7055589930699485e-13	5.96307187477033e-11
RNF183	92.21810834749627	3.8721065399216146	0.5653056230745084	3.847842750323219e-13	6.09406750234672e-11
KRT6B	71.21953733911069	5.895224689228841	0.8654458169980831	3.860495250355388e-13	6.09406750234672e-11
ELFN1-AS1	255.4955056886017	5.7286847723918255	0.8397174894272097	4.055056967845741e-13	6.340808419060676e-11
CXCL3	754.7020536008309	3.7737021245969835	0.5528375881743939	5.225049526656174e-13	8.09394354246038e-11
MTHFD1L	978.682260264131	2.628670868056508	0.38271432584199905	5.349913202263674e-13	8.135303791515633e-11
SIM2	236.2807607370285	3.8654156644265703	0.5661097404336016	5.318814565196704e-13	8.135303791515633e-11
CELSR3	474.3948978063138	2.5739502224722397	0.3758273197965585	5.955347677259868e-13	8.973626159143847e-11
PRKG2	387.8233292297626	-4.883121454223646	0.7107672959032802	6.124974256873529e-13	9.146076424115201e-11
FAM150A	21.227202083791923	3.449861488418217	0.5069005667350887	6.947322433148843e-13	1.019043091410992e-10
GUCA2A	13417.937436006141	-4.467153555115243	0.6603630914153599	6.915944290868341e-13	1.019043091410992e-10
CMSS1	537.3344861268251	1.5670477427566856	0.22650953834199333	8.051420645426901e-13	1.1706341859469375e-10
TMEM147-AS1	229.749484685108	2.1695062406995347	0.3173373637426998	8.905306110683506e-13	1.2835256416050358e-10
SHISA2	76.84208243641663	3.2127496839905776	0.4735291159708818	1.005799048042905e-12	1.4371654501130305e-10
SLC11A1	193.98110436670933	2.6676942396979704	0.394142956326006	1.1071727792690793e-12	1.5684947706311958e-10
APLN	195.05268048265395	3.4852262437161627	0.5188555840107022	1.1777486494838368e-12	1.6543376156944572e-10
RP11-58O9.2	205.45539232713048	4.215219239292951	0.631683558974791	1.431013194949371e-12	1.9931969501080525e-10
AGPAT9	816.2038876435983	-3.041870692034053	0.4529403585478616	1.4733341660111876e-12	2.0350428168029529e-10
NME1	1691.8565605748336	2.331148883723654	0.34509117793424415	1.5974099961928782e-12	2.1881876600741286e-10
SLC35D3	203.1159885299818	4.798357343185664	0.7220202924713842	1.6440013704017715e-12	2.2335510421647018e-10
NKD2	628.0679763719648	4.5622790986244475	0.6900764048825442	2.0315298747351264e-12	2.71553287691409e-10
KLF9	1866.9503624368579	-2.2455239357403296	0.33491508619654475	2.0240043122154995e-12	2.71553287691409e-10
SLCO4A1-AS1	317.6662441375088	4.6700164290842014	0.708541492749451	2.2196727988159014e-12	2.943286131229885e-10
CNTD2	316.0855587449809	6.389261240908332	0.9777990374537961	2.6991968572464562e-12	3.5460499886484297e-10
CDKN2B	2968.4501867630033	-3.1857915598185063	0.4824418166966652	2.717033777124287e-12	3.5460499886484297e-10
EDAR	743.4605500508164	4.376937637130268	0.6659626897866984	2.834946921461515e-12	3.6710347830644225e-10
CPXM1	393.5030706162025	3.1294287328773	0.47448746733215097	3.151032527352381e-12	4.048710398516722e-10
ADAMDEC1	5470.909148225086	-3.7161179794051256	0.5659742526866588	3.2342564509644465e-12	4.123676974979669e-10
C2orf88	2120.618451567763	-4.036037455124339	0.6166700054836146	3.3347294257278635e-12	4.219323681789263e-10
PDE3A	1623.025422004835	-2.4745145493796925	0.3737406897615022	3.3961834565879844e-12	4.264525817647412e-10
NCAM1	650.6562594112631	-3.2939492819637355	0.4995000970763053	3.626476385542471e-12	4.4857347828631687e-10
NAA20	2110.6028916912946	1.5311098719599792	0.22836598923398016	3.6256889126719492e-12	4.4857347828631687e-10
RNF112	50.174782434805365	-2.181107582564829	0.32719900648929523	3.7836679540799405e-12	4.6455034325092603e-10
ABHD3	2044.4484668493772	-2.1795854812031474	0.32973883698531364	3.907120468540355e-12	4.761803071033557e-10
GDPD5	1113.981244537862	3.146236146316394	0.4815410332804675	4.541371898183829e-12	5.494397022802698e-10
AZGP1	3411.395518587227	4.259866685682051	0.6562765579978883	4.7589269766276185e-12	5.715885118666868e-10
SLC4A11	237.52345114869485	4.606555320690665	0.7111425487546116	4.884829219163113e-12	5.824895273930115e-10
RP5-1120P11.1	28.69302001802458	5.227742327324342	0.805180767611721	5.792055483284128e-12	6.857379973959602e-10
SLC5A6	2981.3650281999435	2.0717024766704073	0.3164991686139522	7.483181328251757e-12	8.79501869238137e-10
SLC51B	1484.9680761661532	-4.367016156770257	0.6810224957872473	7.534797311120087e-12	8.79501869238137e-10
ASB9	215.43624320185737	2.681562967163687	0.41446604238084794	7.698381039066003e-12	8.92312347709923e-10
C9orf117	95.40689208716351	2.55592549127167	0.39450916161807154	7.860323378941137e-12	9.047559722635372e-10
LY6G6C	58.10021445776973	4.418352962730424	0.691893719980258	8.971802698059652e-12	1.025569860140267e-09
BYSL	800.1842561366127	1.879822385574102	0.28839537357899825	9.05781102875268e-12	1.0283097109696965e-09
RP11-372E1.1	301.05677028799806	6.268069839761562	0.9901333815411646	1.0753787088850796e-11	1.204351493227716e-09
NPFFR1	56.193941666273645	3.682565505990999	0.5818310446088002	1.073840558700465e-11	1.204351493227716e-09
TACSTD2	660.8875519949147	4.781371557057619	0.7523769407374677	1.0951687401293589e-11	1.2101614578429417e-09
TSPAN7	1734.9834896744621	-3.09622572351087	0.48443577346027344	1.0894751018318834e-11	1.2101614578429417e-09
PGM5	2375.408627732155	-4.1626776258429725	0.656422653558994	1.2514766571927152e-11	1.3737235492032619e-09
BMP2	1442.7059645989518	-1.6962993089358622	0.2622662687049858	1.3614639503289248e-11	1.4763993528931748e-09
ALDH1A1	3770.9794617839793	-2.9534304764236072	0.4634075004434834	1.3628301719013922e-11	1.4763993528931748e-09
KRT20	32361.496333664116	-2.7591766564398617	0.43347986366819624	1.4810640788104474e-11	1.5940673445638418e-09
DKC1	3305.1353032056963	1.6882455800201306	0.26149870807208137	1.499042737099206e-11	1.603008604349635e-09
BLACAT1	75.63801797489234	4.105775363881427	0.6485606050927546	1.527500747743648e-11	1.622969544477626e-09
RELL2	135.09476626985642	2.7770825337225866	0.4365246717688747	1.5496681397734057e-11	1.6360349946970827e-09
GFRA2	188.30958155140164	-3.28551718938675	0.5229837053513332	1.734985017040349e-11	1.808640041348666e-09
STMN2	403.0030445055938	-3.611301798286925	0.5753923987675345	1.73081130232441e-11	1.808640041348666e-09
S100P	4551.220475875988	3.528501317182848	0.5590080609169168	1.8853305428445426e-11	1.9530846092280185e-09
NTN1	891.6830641457966	-3.4728504303976337	0.5497690327822864	1.9203907851662104e-11	1.9770482772751514e-09
CA7	1594.9724644596547	-5.391280748890011	0.8687020321769817	1.9418074818325175e-11	1.983540041414183e-09
SDPR	1006.4173619550693	-3.288291704101363	0.5201645553168238	1.9506306289623636e-11	1.983540041414183e-09
MRPS23	1371.290921672413	1.3572132155108632	0.20945007347502131	2.0327529506504555e-11	2.0544439120141038e-09
GSTM5	139.7666119707177	-2.920166147531144	0.4586084113552783	2.0517272453118204e-11	2.061053278245056e-09
PEX26	4456.935939113369	-1.9697237003396197	0.3087689349306198	2.0794326307116748e-11	2.06955245652127e-09
CNIH3	102.00929728067885	2.1058758041184555	0.331783451229174	2.0851599411104196e-11	2.06955245652127e-09
TRANK1	3022.198780093889	-1.9837880126744205	0.3114332299788607	2.1576694189567268e-11	2.1287720606671277e-09
SLC35F1	55.88257811520324	-2.488082833471696	0.3931689338382424	2.2413555004879862e-11	2.1982525100939865e-09
EVA1A	138.75693111573358	3.2775724019680905	0.5213637108276958	2.2787678726525883e-11	2.2217986758362737e-09
SOX9	6118.272592976084	2.4293596798225403	0.38448703337324774	2.5628412518790226e-11	2.484157529233614e-09
OTX1	47.89096136919254	5.650529312620915	0.9100311353157932	2.7422685997234868e-11	2.6273469387524156e-09
CTD-3035D6.1	427.956971378939	6.018972191414921	0.9735759469864443	2.7404753453284902e-11	2.6273469387524156e-09
STK31	36.873409901877416	2.789884296922003	0.44356383813361555	2.7585976638991093e-11	2.6278020850073413e-09
PAPSS2	6268.095745021885	-2.243021039111865	0.3561405746733396	2.7861141401000247e-11	2.638848106980452e-09
KIAA1549	557.7304639903089	2.153278438034738	0.34082769350503994	2.8840985472758035e-11	2.716132580744116e-09
GFRA1	426.22588886144655	-3.0613212843222306	0.4882369115695141	2.947215051988697e-11	2.7598920613961954e-09
EPHX4	145.64489045303418	4.6965475184888765	0.7577480319320108	3.046486767457389e-11	2.836826863517203e-09
PDX1	359.6419818360161	5.595605385812494	0.9085714194712443	3.1338123354841206e-11	2.901840193332363e-09
TCF7	1414.9657449207107	2.352314699385002	0.37413104781821765	3.231464127751351e-11	2.975639884304369e-09
STOX2	97.1703231134173	-2.903475937152782	0.4595933683453374	3.3260122855798615e-11	3.045781968700895e-09
CHL1	297.6938790968996	-2.918785338356533	0.46642625123404824	3.4537621397552516e-11	3.1453905201342467e-09
GTF2IRD1	1940.2705801902707	2.14505578052883	0.34113411776889424	3.4831134422178e-11	3.154787175123499e-09
KIAA1683	219.38326915997484	-2.5128882582269285	0.4013591023697284	3.534323216575808e-11	3.1735332422080663e-09
FTSJ1	1367.675560604553	1.6884094287842717	0.26642352544776915	3.561249973156563e-11	3.1735332422080663e-09
ADAMTS2	1379.5222783159984	2.5168170437187034	0.40259740718499754	3.555643378027565e-11	3.1735332422080663e-09
SHH	589.3890094304973	2.8383671392659666	0.4574596016169889	3.970553647110402e-11	3.5193543690296746e-09
SH3TC2	190.2690112784224	3.1704456864494097	0.5145944334108279	4.6074758410530387e-11	4.062176173694368e-09
GPR56	6948.041734140477	1.7567193726412895	0.2784774758406068	4.8404783787104175e-11	4.2450227051388975e-09
LIFR	527.4187287199962	-3.5373355613150244	0.5719888044027095	5.188040321291933e-11	4.525882543442832e-09
MEX3A	499.4216123312431	3.67667229240931	0.5997638039914159	5.311466815386027e-11	4.609296464137351e-09
FAM83H-AS1	657.0664464848937	2.9898592042662475	0.48599115380507946	5.6093811716444587e-11	4.842473589583693e-09
ABCA8	757.6804464448691	-3.7630757906863272	0.6171505670094641	6.14171120912126e-11	5.274552502133932e-09
METTL7A	4440.509971826234	-2.411135852079534	0.39241278452859535	6.780063849040043e-11	5.792760737001995e-09
IFITM2	6382.059127110961	3.1375403357744456	0.5119115163404435	7.069037638750223e-11	5.978025452157395e-09
CCDC86	1052.0956274330147	1.5318671437655442	0.2447932762948065	7.046223278508498e-11	5.978025452157395e-09
UHRF1	786.9932108742256	2.9719970628829273	0.4876148587382926	7.767108698938824e-11	6.535016582990407e-09
LRRC36	67.20615198633593	3.3389500448125538	0.5502904493424766	7.89468758248566e-11	6.608810438368678e-09
DBNDD1	622.5426777165599	2.9286098720688805	0.4801422712944254	8.011392093791499e-11	6.67280522384895e-09
PHLPP2	2665.408497483205	-3.0692559737988225	0.5040964172943689	8.104219011709212e-11	6.716371505954009e-09
PHLDA1	3098.886037057691	2.9015154267230905	0.4755027659221467	8.256941587068575e-11	6.775188455725823e-09
C1QTNF7	142.06402178873662	-3.193107260294819	0.5184889349931645	8.217337689911737e-11	6.775188455725823e-09
GREM2	940.5075773014476	-4.175369153739556	0.689066690856371	8.873650971972125e-11	7.245357874898422e-09
C17orf96	222.0998889076409	3.3225662465637673	0.5496488641427947	9.837464767761901e-11	7.953950171983098e-09
TGIF2	910.1404678102948	2.0275794337990094	0.33061107307595256	9.81153290664648e-11	7.953950171983098e-09
PAG1	2007.415964549519	-2.0893414902653555	0.34264167922555416	9.934182525796098e-11	7.993158998304384e-09
SMPDL3A	2511.2095291730548	-3.3097483354329214	0.5493336270063814	1.1026030995356744e-10	8.828814673818263e-09
SLC25A23	5501.125912059619	-1.8033570844991047	0.29427130617638103	1.1930079985324866e-10	9.506782488305753e-09
CCND1	4887.487418893246	1.7373410713435062	0.2826346226754466	1.2482060870637412e-10	9.899050666546177e-09
SULT1A2	576.3272904425123	-3.8136579317063255	0.6399627453515875	1.2675265834006119e-10	1.000440624755483e-08
C6orf223	707.4113715420555	4.675985645987926	0.7863747541560563	1.3686024578533245e-10	1.0750988501857276e-08
SYNM	10753.58806630096	-5.225085788170058	0.8835058784295479	1.4868364297336508e-10	1.1624676331526068e-08
PAQR4	1029.522801030761	2.6276715600836287	0.43748498209027914	1.6180504888665223e-10	1.2591167536602164e-08
TRIP13	464.3177527297594	2.452379814554999	0.40807833250544767	1.707499421969446e-10	1.3225141551001667e-08
SLC9A1	4372.2210015949795	-1.3346618456799173	0.21745740593765073	1.7988879493060867e-10	1.386817105104576e-08
RP11-832N8.1	207.21072900868612	5.419644587924812	0.9223374122345964	1.8165161888907014e-10	1.3939238810584898e-08
KLHL35	343.336378891116	5.1468871208760385	0.8750644523830817	1.8614705834162504e-10	1.4218375539227812e-08
GDF15	5779.203570219259	3.908967594774843	0.6594171194363365	1.8909124206360783e-10	1.4377006133964678e-08
AD000092.3	245.99975123601405	5.794060715626145	0.9872770368872237	1.9020561611506458e-10	1.4395699027886737e-08
PLEKHN1	98.3004334371078	3.4193228211591804	0.5798664999439608	2.0117397232168765e-10	1.5156629960145332e-08
AC144831.1	77.91699805279458	-2.687551797591549	0.44818275983694833	2.0384649037694525e-10	1.5288486778270892e-08
TOX	490.1641963722776	-2.270110610568049	0.3787197817166345	2.1173717637162827e-10	1.580875539801684e-08
NBPF1	790.2299070115668	-1.7997947947668205	0.29846528881800805	2.332482071057166e-10	1.7336722120077365e-08
AXIN2	2637.580912743295	2.183179593652264	0.36435822909415705	2.382960032199025e-10	1.7554472237199485e-08
RCAN2	648.9200449783444	-2.051226423385425	0.34227017033146295	2.3812139109091716e-10	1.7554472237199485e-08
LRP8	346.29889957280847	2.8257757201151468	0.47749187353087647	2.451936826236485e-10	1.7982678272066258e-08
C2orf61	15.039708016284544	3.986598994493268	0.6682394028571307	2.4812000287653145e-10	1.811713236862779e-08
S100A2	182.2736612755891	4.145507309404476	0.7097352631551518	2.5878883378376463e-10	1.8813267192832887e-08
MYH11	123822.35094756431	-5.305221581238397	0.9147525418114016	2.836282781415559e-10	2.052899000085716e-08
TMEM211	193.09129793539725	5.860437201230822	1.0108413455926581	2.878910599727887e-10	2.0746931821952055e-08
MCIDAS	20.89117031949133	4.266771688947884	0.7274187160793231	3.089783454882547e-10	2.2170199465228667e-08
KAT2A	1922.6265803575625	1.6551974619883534	0.276387057614645	3.124298791490181e-10	2.232122951247834e-08
PDPN	624.9514429532304	1.932517496570221	0.3247721959642252	3.1877388972593065e-10	2.2676726275567813e-08
HIST1H1C	1098.8763423332978	-2.7675912027138314	0.47300217867718797	3.4747685690716166e-10	2.4612944030923947e-08
ZC3HAV1L	211.84657852838663	2.5935896497456414	0.44320445152806276	3.65738294651454e-10	2.579622227169298e-08
VIP	1018.5677129542604	-3.418089914879432	0.5910140355121425	3.9761634079888426e-10	2.7925808681108083e-08
TACR2	1122.2419709350752	-4.419878729393125	0.7661081572230817	4.019340291249388e-10	2.8109943176142874e-08
RUVBL1	1996.2961573398395	1.9697195419362419	0.3318687617504118	4.1967967866385145e-10	2.9227691906946797e-08
SLC39A10	815.5524493797154	1.9992940024755679	0.3382805333676793	4.3075058043096305e-10	2.987318355917662e-08
NBEA	274.88556798358616	-3.9908256737582097	0.6839034447520423	4.4779983852402116e-10	3.092617634806521e-08
PCSK5	1719.8219272505573	-2.6808192380620124	0.4598866065976227	4.5005792961131996e-10	3.0953154287583517e-08
SLC38A5	2413.607411802651	2.8530613190693366	0.49021729769203404	4.538452488693093e-10	3.108464876036695e-08
NR2C2AP	693.2325807270677	1.4690799765478684	0.24630779183287174	4.5999131010926893e-10	3.13759504735026e-08
CGREF1	644.8518069907743	3.4974003757194527	0.6050680379760739	4.6556431465818197e-10	3.1625936538767893e-08
C7	2851.9375642234922	-4.016239601273509	0.6983481129917324	4.706551550509359e-10	3.18412620202827e-08
MT-TY	1025.8319936012686	5.692967534945892	0.9971194110128535	5.000877229114239e-10	3.369493498884899e-08
PRR7	408.7875447197597	4.057072933152672	0.7068481101866467	5.084862953342998e-10	3.412210666059117e-08
ZP3	368.7594559623833	2.517664038725855	0.43303363773457737	5.140740303846534e-10	3.435797199042592e-08
TDP2	6819.216987015543	-2.4109524509789666	0.4146958529719614	5.403698939757978e-10	3.5970405592967265e-08
AHCY	14706.093030416803	2.2301525001058575	0.3819122951093658	5.570381840410057e-10	3.693163160191868e-08
OLR1	95.33208794217107	4.113971566928561	0.7171507901074712	5.755713185684048e-10	3.800834504092155e-08
ETFDH	1228.5670693247364	-2.2258677854799522	0.3826460185619801	5.950341053825167e-10	3.9137659907600055e-08
S100A11	9743.310373410406	2.3983453196918973	0.4135881996041273	6.1783775139511e-10	4.047691987894841e-08
LMO3	468.3548648876424	-4.4074951722052464	0.7702896604848897	6.430171818692015e-10	4.186031518585389e-08
